Instrument,Constituent RIC,Constituent Name,Date,Index
.SBF120,SCHN.PA,SCHNEIDER ELECTRIC SE,2021-12-31,.SBF120
.SBF120,ISOS.PA,IPSOS ORD,2021-12-31,.SBF120
.SBF120,CAGR.PA,CREDIT AGRICOLE ORD,2021-12-31,.SBF120
.SBF120,SOGN.PA,SOCIETE GENERALE ORD,2021-12-31,.SBF120
.SBF120,BIOX.PA,BIOMERIEUX ORD,2021-12-31,.SBF120
.SBF120,NEXI.PA,NEXITY ORD,2021-12-31,.SBF120
.SBF120,LEGD.PA,LEGRAND ORD,2021-12-31,.SBF120
.SBF120,SGOB.PA,SAINT-GOBAIN ORD,2021-12-31,.SBF120
.SBF120,ELIS.PA,ELIS ORD SHS,2021-12-31,.SBF120
.SBF120,FRVIA.PA,FAURECIA SA ORD,2021-12-31,.SBF120
.SBF120,IMTP.PA,IMERYS ORD,2021-12-31,.SBF120
.SBF120,SOPR.PA,SOPRA STERIA GROUP,2021-12-31,.SBF120
.SBF120,S30.PA,SOLUTIONS 30 SE,2021-12-31,.SBF120
.SBF120,SOLB.BR,SOLVAY ORD,2021-12-31,.SBF120
.SBF120,CARR.PA,CARREFOUR ORD,2021-12-31,.SBF120
.SBF120,TTEF.PA,TOTALENERGIES SE ORD,2021-12-31,.SBF120
.SBF120,GETP.PA,GETLINK ORD,2021-12-31,.SBF120
.SBF120,RUBF.PA,RUBIS ORD,2021-12-31,.SBF120
.SBF120,JCDX.PA,JCDECAUX ORD,2021-12-31,.SBF120
.SBF120,ETL.PA,EUTELSAT COMMUNICATIONS ORD,2021-12-31,.SBF120
.SBF120,RENA.PA,RENAULT PAR,2021-12-31,.SBF120
.SBF120,PUBP.PA,PUBLICIS GROUPE ORD,2021-12-31,.SBF120
.SBF120,CLARI.PA,KORIAN ORD,2021-12-31,.SBF120
.SBF120,MDM.PA,MAISONS DU MONDE SA WI ORD,2021-12-31,.SBF120
.SBF120,LOIM.PA,KLEPIERRE REIT,2021-12-31,.SBF120
.SBF120,ADP.PA,AEROPORTS DE PARIS ORD,2021-12-31,.SBF120
.SBF120,TE.PA,TECHNIP ENERGIES BV ORD,2021-12-31,.SBF120
.SBF120,SCOR.PA,SCOR SE ORD,2021-12-31,.SBF120
.SBF120,CNPP.PA^F22,CNP ASSURANCES ORD,2021-12-31,.SBF120
.SBF120,VIRB.PA,STE VIRBAC SA,2021-12-31,.SBF120
.SBF120,TEPRF.PA,TELEPERFORMANCE ORD,2021-12-31,.SBF120
.SBF120,VIE.PA,VEOLIA ENVIRONNEMENT VE ORD,2021-12-31,.SBF120
.SBF120,VRLA.PA,VERALLIA SASU ORD,2021-12-31,.SBF120
.SBF120,OREP.PA,L OREAL S.A.,2021-12-31,.SBF120
.SBF120,FDJU.PA,LA FRANCAISE DES JEUX SA ORD,2021-12-31,.SBF120
.SBF120,NEOEN.PA^D25,NEOEN SA ORD,2021-12-31,.SBF120
.SBF120,ALSO.PA,ALSTOM SA ORD,2021-12-31,.SBF120
.SBF120,PERP.PA,PERNOD-RICARD ORD,2021-12-31,.SBF120
.SBF120,OPM.PA,PLASTIC OMNIUM ORD,2021-12-31,.SBF120
.SBF120,LAGA.PA,LAGARDERE SCA ORD,2021-12-31,.SBF120
.SBF120,EURA.PA,EURAZEO ORD,2021-12-31,.SBF120
.SBF120,STMPA.PA,STMICROELECTRONICS ORD,2021-12-31,.SBF120
.SBF120,WLN.PA,WORLDLINE SA,2021-12-31,.SBF120
.SBF120,TCFP.PA,THALES ORD,2021-12-31,.SBF120
.SBF120,FTI.PA^B22,TECHNIPFMC PLC ORD,2021-12-31,.SBF120
.SBF120,VIRI.PA,CGG,2021-12-31,.SBF120
.SBF120,EUCAR.PA^G22,EUROPCAR MOBILITY GROUP SA ORD,2021-12-31,.SBF120
.SBF120,AKE.PA,ARKEMA ORD,2021-12-31,.SBF120
.SBF120,CAPP.PA,CAPGEMINI ORD,2021-12-31,.SBF120
.SBF120,TRIA.PA,TRIGANO ORD,2022-12-31,.SBF120
.SBF120,CVO.PA,COVIVIO SA ORD,2022-12-31,.SBF120
.SBF120,RXL.PA,REXEL ORD,2022-12-31,.SBF120
.SBF120,EMEIS.PA,ORPEA ORD,2022-12-31,.SBF120
.SBF120,SGEF.PA,VINCI ORD,2022-12-31,.SBF120
.SBF120,NEXS.PA,NEXANS PARIS ORD,2022-12-31,.SBF120
.SBF120,APAM.AS,APERAM ORD,2022-12-31,.SBF120
.SBF120,LTEN.PA,ALTEN ORD,2022-12-31,.SBF120
.SBF120,VIV.PA,VIVENDI ORD,2022-12-31,.SBF120
.SBF120,IPN.PA,IPSEN PROMESSES ORD,2022-12-31,.SBF120
.SBF120,SOIT.PA,SOITEC SA ORD,2022-12-31,.SBF120
.SBF120,STLAM.PA,STELLANTIS NV ORD,2022-12-31,.SBF120
.SBF120,STDM.PA,STEDIM ORD,2022-12-31,.SBF120
.SBF120,BOLL.PA,BOLLORE ORD,2022-12-31,.SBF120
.SBF120,EDEN.PA,EDENRED ORD,2022-12-31,.SBF120
.SBF120,BNPP.PA,BNP PARIBAS ORD,2022-12-31,.SBF120
.SBF120,IMAF.PA,ALTAREA ORD,2022-12-31,.SBF120
.SBF120,HRMS.PA,HERMES INTL ORD,2022-12-31,.SBF120
.SBF120,COFA.PA,COFACE PROMESSES ORD,2022-12-31,.SBF120
.SBF120,DANO.PA,GROUPE DANONE ORD,2022-12-31,.SBF120
.SBF120,URW.PA,UNIBAIL-RODAMCO-WESTFIELD ORD,2022-12-31,.SBF120
.SBF120,VLS.PA,VALNEVA,2022-12-31,.SBF120
.SBF120,PRTP.PA,KERING SA,2022-12-31,.SBF120
.SBF120,AYV.PA,ALD INTERNATIONAL SA ORD,2022-12-31,.SBF120
.SBF120,BICP.PA,SOCIETE BIC ORD,2022-12-31,.SBF120
.SBF120,ATOS.PA,ATOS SE ORD,2022-12-31,.SBF120
.SBF120,ELIOR.PA,ELIOR GROUP ORD,2022-12-31,.SBF120
.SBF120,ALMCP.PA,MCPHY ENERGY ORD,2022-12-31,.SBF120
.SBF120,FNAC.PA,FNAC DARTY ORD,2022-12-31,.SBF120
.SBF120,MICP.PA,MICHELIN ORD,2022-12-31,.SBF120
.SBF120,SAF.PA,SAFRAN ORD,2022-12-31,.SBF120
.SBF120,RCOP.PA,REMY COINTREAU ORD,2022-12-31,.SBF120
.SBF120,DAST.PA,DASSAULT SYSTEMES ORD,2022-12-31,.SBF120
.SBF120,ACCP.PA,ACCOR SA ORD,2022-12-31,.SBF120
.SBF120,ANTIN.PA,ANTIN INFRASTRUCTURE PARTNERS SAS ORD,2022-12-31,.SBF120
.SBF120,OVH.PA,OVH GROUPE SAS ORD,2022-12-31,.SBF120
.SBF120,MWDP.PA,WENDEL ORD,2022-12-31,.SBF120
.SBF120,ORAN.PA,ORANGE ORD,2022-12-31,.SBF120
.SBF120,EUFI.PA,EUROFINS SCIENTIFIC ORD,2022-12-31,.SBF120
.SBF120,EXHO.PA,SODEXO ORD,2022-12-31,.SBF120
.SBF120,ENX.PA,EURONEXT,2022-12-31,.SBF120
.SBF120,BVI.PA,BUREAU VERITAS REGISTRE INTL ORD,2022-12-31,.SBF120
.SBF120,AIRF.PA,AIR FRANCE-KLM ORD,2022-12-31,.SBF120
.SBF120,AIRP.PA,AIR LIQUIDE ORD,2022-12-31,.SBF120
.SBF120,SASY.PA,SANOFI SA ORD,2022-12-31,.SBF120
.SBF120,TFFP.PA,TF1 ORD,2022-12-31,.SBF120
.SBF120,CARM.PA,CARMILA ORD,2022-12-31,.SBF120
.SBF120,ESLX.PA,ESSILORLUXOTTICA ORD,2022-12-31,.SBF120
.SBF120,AM.PA,DASSAULT AVIATI ORD,2022-12-31,.SBF120
.SBF120,AMUN.PA,AMUNDI ORD,2022-12-31,.SBF120
.SBF120,AIR.PA,AIRBUS SE,2022-12-31,.SBF120
.SBF120,AXAF.PA,AXA ORD,2022-12-31,.SBF120
.SBF120,GFCP.PA,GECINA REIT,2022-12-31,.SBF120
.SBF120,MT.AS,ARCELORMITTAL ORD,2022-12-31,.SBF120
.SBF120,ENGIE.PA,ENGIE ORD,2022-12-31,.SBF120
.SBF120,VU.PA,SES IMAGOTAG ORD,2022-12-31,.SBF120
.SBF120,DBG.PA,DERICHEBOURG ORD,2022-12-31,.SBF120
.SBF120,BOUY.PA,BOUYGUES ORD,2022-12-31,.SBF120
.SBF120,VLLP.PA,VALLOUREC ORD,2022-12-31,.SBF120
.SBF120,UBIP.PA,UBISOFT ORD,2022-12-31,.SBF120
.SBF120,EDF.PA^F23,ELECTRICITE DE FRANCE SA,2022-12-31,.SBF120
.SBF120,SEBF.PA,SEB ORD,2022-12-31,.SBF120
.SBF120,MERY.PA,MERCIALYS REIT,2022-12-31,.SBF120
.SBF120,CASP.PA,CASINO ORD,2022-12-31,.SBF120
.SBF120,SPIE.PA,SPIE PROMESSES ORD SHS,2022-12-31,.SBF120
.SBF120,GTT.PA,GTT PROMESSES ORD,2022-12-31,.SBF120
.SBF120,FOUG.PA,EIFFAGE ORD,2022-12-31,.SBF120
.SBF120,VLOF.PA,VALEO ORD,2022-12-31,.SBF120
.SBF120,ICAD.PA,ICADE REIT,2022-12-31,.SBF120
.SBF120,SESFd.PA,SES SA GDR,2022-12-31,.SBF120
.SBF120,ERMT.PA,ERAMET ORD,2022-12-31,.SBF120
.SBF120,MMTP.PA,METROPOLE TV ORD,2022-12-31,.SBF120
.SBF120,LVMH.PA,LVMH MOET HENNESSY LOUIS VUITT,2022-12-31,.SBF120
.SBF120,SCHN.PA,SCHNEIDER ELECTRIC SE,2022-12-31,.SBF120
.SBF120,ISOS.PA,IPSOS ORD,2022-12-31,.SBF120
.SBF120,CAGR.PA,CREDIT AGRICOLE ORD,2022-12-31,.SBF120
.SBF120,SOGN.PA,SOCIETE GENERALE ORD,2022-12-31,.SBF120
.SBF120,BIOX.PA,BIOMERIEUX ORD,2022-12-31,.SBF120
.SBF120,NEXI.PA,NEXITY ORD,2022-12-31,.SBF120
.SBF120,LEGD.PA,LEGRAND ORD,2022-12-31,.SBF120
.SBF120,SGOB.PA,SAINT-GOBAIN ORD,2022-12-31,.SBF120
.SBF120,ELIS.PA,ELIS ORD SHS,2022-12-31,.SBF120
.SBF120,FRVIA.PA,FAURECIA SA ORD,2022-12-31,.SBF120
.SBF120,IMTP.PA,IMERYS ORD,2022-12-31,.SBF120
.SBF120,SOPR.PA,SOPRA STERIA GROUP,2022-12-31,.SBF120
.SBF120,S30.PA,SOLUTIONS 30 SE,2022-12-31,.SBF120
.SBF120,SOLB.BR,SOLVAY ORD,2022-12-31,.SBF120
.SBF120,CARR.PA,CARREFOUR ORD,2022-12-31,.SBF120
.SBF120,TTEF.PA,TOTALENERGIES SE ORD,2022-12-31,.SBF120
.SBF120,GETP.PA,GETLINK ORD,2022-12-31,.SBF120
.SBF120,RUBF.PA,RUBIS ORD,2022-12-31,.SBF120
.SBF120,JCDX.PA,JCDECAUX SE ORD,2022-12-31,.SBF120
.SBF120,ETL.PA,EUTELSAT COMMUNICATIONS ORD,2022-12-31,.SBF120
.SBF120,RENA.PA,RENAULT PAR,2022-12-31,.SBF120
.SBF120,PUBP.PA,PUBLICIS GROUPE ORD,2022-12-31,.SBF120
.SBF120,CLARI.PA,KORIAN ORD,2022-12-31,.SBF120
.SBF120,LOIM.PA,KLEPIERRE REIT,2022-12-31,.SBF120
.SBF120,ADP.PA,AEROPORTS DE PARIS ORD,2022-12-31,.SBF120
.SBF120,TE.PA,TECHNIP ENERGIES BV ORD,2022-12-31,.SBF120
.SBF120,IPAR.PA,INTERPARFUMS ORD,2022-12-31,.SBF120
.SBF120,SCOR.PA,SCOR SE ORD,2022-12-31,.SBF120
.SBF120,DAMA.PA^B23,SOMFY SA ORD,2022-12-31,.SBF120
.SBF120,VIRB.PA,STE VIRBAC SA,2022-12-31,.SBF120
.SBF120,TEPRF.PA,TELEPERFORMANCE ORD,2022-12-31,.SBF120
.SBF120,VIE.PA,VEOLIA ENVIRONNEMENT VE ORD,2022-12-31,.SBF120
.SBF120,VRLA.PA,VERALLIA SASU ORD,2022-12-31,.SBF120
.SBF120,OREP.PA,L OREAL S.A.,2022-12-31,.SBF120
.SBF120,FDJU.PA,LA FRANCAISE DES JEUX SA ORD,2022-12-31,.SBF120
.SBF120,NEOEN.PA^D25,NEOEN SA ORD,2022-12-31,.SBF120
.SBF120,ALSO.PA,ALSTOM SA ORD,2022-12-31,.SBF120
.SBF120,PERP.PA,PERNOD-RICARD ORD,2022-12-31,.SBF120
.SBF120,OPM.PA,PLASTIC OMNIUM ORD,2022-12-31,.SBF120
.SBF120,EURA.PA,EURAZEO ORD,2022-12-31,.SBF120
.SBF120,STMPA.PA,STMICROELECTRONICS ORD,2022-12-31,.SBF120
.SBF120,WLN.PA,WORLDLINE SA,2022-12-31,.SBF120
.SBF120,TCFP.PA,THALES ORD,2022-12-31,.SBF120
.SBF120,VIRI.PA,CGG,2022-12-31,.SBF120
.SBF120,EAPI.PA,EUROAPI SA ORD,2022-12-31,.SBF120
.SBF120,AKE.PA,ARKEMA ORD,2022-12-31,.SBF120
.SBF120,CAPP.PA,CAPGEMINI ORD,2022-12-31,.SBF120
.SBF120,TRIA.PA,TRIGANO ORD,2023-12-31,.SBF120
.SBF120,CVO.PA,COVIVIO SA ORD,2023-12-31,.SBF120
.SBF120,RXL.PA,REXEL ORD,2023-12-31,.SBF120
.SBF120,CBLP.PA,MERSEN ORD,2023-12-31,.SBF120
.SBF120,EMEIS.PA,ORPEA ORD,2023-12-31,.SBF120
.SBF120,SGEF.PA,VINCI ORD,2023-12-31,.SBF120
.SBF120,URW.PA,UNIBAIL-RODAMCO-WESTFIELD ORD,2023-12-31,.SBF120
.SBF120,NEXS.PA,NEXANS PARIS ORD,2023-12-31,.SBF120
.SBF120,APAM.AS,APERAM ORD,2023-12-31,.SBF120
.SBF120,LTEN.PA,ALTEN ORD,2023-12-31,.SBF120
.SBF120,VIV.PA,VIVENDI ORD,2023-12-31,.SBF120
.SBF120,IPN.PA,IPSEN PROMESSES ORD,2023-12-31,.SBF120
.SBF120,SOIT.PA,SOITEC SA ORD,2023-12-31,.SBF120
.SBF120,STLAM.PA,STELLANTIS NV ORD,2023-12-31,.SBF120
.SBF120,STDM.PA,STEDIM ORD,2023-12-31,.SBF120
.SBF120,BOLL.PA,BOLLORE ORD,2023-12-31,.SBF120
.SBF120,EDEN.PA,EDENRED ORD,2023-12-31,.SBF120
.SBF120,BNPP.PA,BNP PARIBAS ORD,2023-12-31,.SBF120
.SBF120,HRMS.PA,HERMES INTL ORD,2023-12-31,.SBF120
.SBF120,COFA.PA,COFACE PROMESSES ORD,2023-12-31,.SBF120
.SBF120,DANO.PA,GROUPE DANONE ORD,2023-12-31,.SBF120
.SBF120,VLS.PA,VALNEVA,2023-12-31,.SBF120
.SBF120,PRTP.PA,KERING SA,2023-12-31,.SBF120
.SBF120,AYV.PA,ALD INTERNATIONAL SA ORD,2023-12-31,.SBF120
.SBF120,BICP.PA,SOCIETE BIC ORD,2023-12-31,.SBF120
.SBF120,ATOS.PA,ATOS SE ORD,2023-12-31,.SBF120
.SBF120,ELIOR.PA,ELIOR GROUP ORD,2023-12-31,.SBF120
.SBF120,FNAC.PA,FNAC DARTY ORD,2023-12-31,.SBF120
.SBF120,MICP.PA,MICHELIN ORD,2023-12-31,.SBF120
.SBF120,SAF.PA,SAFRAN ORD,2023-12-31,.SBF120
.SBF120,RCOP.PA,REMY COINTREAU ORD,2023-12-31,.SBF120
.SBF120,DAST.PA,DASSAULT SYSTEMES ORD,2023-12-31,.SBF120
.SBF120,ACCP.PA,ACCOR SA ORD,2023-12-31,.SBF120
.SBF120,MWDP.PA,WENDEL ORD,2023-12-31,.SBF120
.SBF120,ORAN.PA,ORANGE ORD,2023-12-31,.SBF120
.SBF120,IDLA.PA,ID LOGISTICS GR ORD,2023-12-31,.SBF120
.SBF120,EUFI.PA,EUROFINS SCIENTIFIC ORD,2023-12-31,.SBF120
.SBF120,EXHO.PA,SODEXO ORD,2023-12-31,.SBF120
.SBF120,ENX.PA,EURONEXT,2023-12-31,.SBF120
.SBF120,BVI.PA,BUREAU VERITAS REGISTRE INTL ORD,2023-12-31,.SBF120
.SBF120,AIRF.PA,AIR FRANCE-KLM ORD,2023-12-31,.SBF120
.SBF120,AIRP.PA,AIR LIQUIDE ORD,2023-12-31,.SBF120
.SBF120,SASY.PA,SANOFI SA ORD,2023-12-31,.SBF120
.SBF120,TFFP.PA,TF1 ORD,2023-12-31,.SBF120
.SBF120,CARM.PA,CARMILA ORD,2023-12-31,.SBF120
.SBF120,ESLX.PA,ESSILORLUXOTTICA ORD,2023-12-31,.SBF120
.SBF120,AM.PA,DASSAULT AVIATI ORD,2023-12-31,.SBF120
.SBF120,AMUN.PA,AMUNDI ORD,2023-12-31,.SBF120
.SBF120,AIR.PA,AIRBUS SE,2023-12-31,.SBF120
.SBF120,AXAF.PA,AXA ORD,2023-12-31,.SBF120
.SBF120,GFCP.PA,GECINA REIT,2023-12-31,.SBF120
.SBF120,MT.AS,ARCELORMITTAL ORD,2023-12-31,.SBF120
.SBF120,ENGIE.PA,ENGIE ORD,2023-12-31,.SBF120
.SBF120,VU.PA,SES IMAGOTAG ORD,2023-12-31,.SBF120
.SBF120,DBG.PA,DERICHEBOURG ORD,2023-12-31,.SBF120
.SBF120,BOUY.PA,BOUYGUES ORD,2023-12-31,.SBF120
.SBF120,VLLP.PA,VALLOUREC ORD,2023-12-31,.SBF120
.SBF120,UBIP.PA,UBISOFT ORD,2023-12-31,.SBF120
.SBF120,SEBF.PA,SEB ORD,2023-12-31,.SBF120
.SBF120,MERY.PA,MERCIALYS REIT,2023-12-31,.SBF120
.SBF120,SPIE.PA,SPIE PROMESSES ORD SHS,2023-12-31,.SBF120
.SBF120,GTT.PA,GTT PROMESSES ORD,2023-12-31,.SBF120
.SBF120,FOUG.PA,EIFFAGE ORD,2023-12-31,.SBF120
.SBF120,VLOF.PA,VALEO ORD,2023-12-31,.SBF120
.SBF120,ICAD.PA,ICADE REIT,2023-12-31,.SBF120
.SBF120,SESFd.PA,SES SA GDR,2023-12-31,.SBF120
.SBF120,ERMT.PA,ERAMET ORD,2023-12-31,.SBF120
.SBF120,MMTP.PA,METROPOLE TV ORD,2023-12-31,.SBF120
.SBF120,LVMH.PA,LVMH MOET HENNESSY LOUIS VUITT,2023-12-31,.SBF120
.SBF120,SCHN.PA,SCHNEIDER ELECTRIC SE,2023-12-31,.SBF120
.SBF120,ISOS.PA,IPSOS ORD,2023-12-31,.SBF120
.SBF120,CAGR.PA,CREDIT AGRICOLE ORD,2023-12-31,.SBF120
.SBF120,SOGN.PA,SOCIETE GENERALE ORD,2023-12-31,.SBF120
.SBF120,BIOX.PA,BIOMERIEUX ORD,2023-12-31,.SBF120
.SBF120,NEXI.PA,NEXITY ORD,2023-12-31,.SBF120
.SBF120,LEGD.PA,LEGRAND ORD,2023-12-31,.SBF120
.SBF120,SGOB.PA,SAINT-GOBAIN ORD,2023-12-31,.SBF120
.SBF120,ELIS.PA,ELIS ORD SHS,2023-12-31,.SBF120
.SBF120,FRVIA.PA,FORVIA ORD,2023-12-31,.SBF120
.SBF120,IMTP.PA,IMERYS ORD,2023-12-31,.SBF120
.SBF120,SOPR.PA,SOPRA STERIA GROUP,2023-12-31,.SBF120
.SBF120,S30.PA,SOLUTIONS 30 SE,2023-12-31,.SBF120
.SBF120,SOLB.BR,SOLVAY ORD,2023-12-31,.SBF120
.SBF120,CARR.PA,CARREFOUR ORD,2023-12-31,.SBF120
.SBF120,LECS.PA,LECTRA SYSTEMS ORD,2023-12-31,.SBF120
.SBF120,TTEF.PA,TOTALENERGIES SE ORD,2023-12-31,.SBF120
.SBF120,GETP.PA,GETLINK ORD,2023-12-31,.SBF120
.SBF120,RUBF.PA,RUBIS ORD,2023-12-31,.SBF120
.SBF120,JCDX.PA,JCDECAUX SE ORD,2023-12-31,.SBF120
.SBF120,ETL.PA,EUTELSAT COMMUNICATIONS ORD,2023-12-31,.SBF120
.SBF120,RENA.PA,RENAULT PAR,2023-12-31,.SBF120
.SBF120,PUBP.PA,PUBLICIS GROUPE ORD,2023-12-31,.SBF120
.SBF120,CLARI.PA,CLARIANE ORD,2023-12-31,.SBF120
.SBF120,VLTSA.PA,VOLTALIA ORD,2023-12-31,.SBF120
.SBF120,CHBE.PA,BENETEAU ORD,2023-12-31,.SBF120
.SBF120,LOIM.PA,KLEPIERRE REIT,2023-12-31,.SBF120
.SBF120,ADP.PA,AEROPORTS DE PARIS ORD,2023-12-31,.SBF120
.SBF120,TE.PA,TECHNIP ENERGIES BV ORD,2023-12-31,.SBF120
.SBF120,IPAR.PA,INTERPARFUMS ORD,2023-12-31,.SBF120
.SBF120,SCOR.PA,SCOR SE ORD,2023-12-31,.SBF120
.SBF120,VIRB.PA,STE VIRBAC SA,2023-12-31,.SBF120
.SBF120,TEPRF.PA,TELEPERFORMANCE ORD,2023-12-31,.SBF120
.SBF120,VIE.PA,VEOLIA ENVIRONNEMENT VE ORD,2023-12-31,.SBF120
.SBF120,VRLA.PA,VERALLIA SASU ORD,2023-12-31,.SBF120
.SBF120,XFAB.PA,X FAB SILICON FOUNDRIES ORD,2023-12-31,.SBF120
.SBF120,OREP.PA,L OREAL S.A.,2023-12-31,.SBF120
.SBF120,FDJU.PA,LA FRANCAISE DES JEUX SA ORD,2023-12-31,.SBF120
.SBF120,NEOEN.PA^D25,NEOEN SA ORD,2023-12-31,.SBF120
.SBF120,ALSO.PA,ALSTOM SA ORD,2023-12-31,.SBF120
.SBF120,ARGAN.PA,ARGAN ORD,2023-12-31,.SBF120
.SBF120,PERP.PA,PERNOD-RICARD ORD,2023-12-31,.SBF120
.SBF120,OPM.PA,PLASTIC OMNIUM ORD,2023-12-31,.SBF120
.SBF120,EURA.PA,EURAZEO ORD,2023-12-31,.SBF120
.SBF120,STMPA.PA,STMICROELECTRONICS ORD,2023-12-31,.SBF120
.SBF120,WLN.PA,WORLDLINE SA,2023-12-31,.SBF120
.SBF120,TCFP.PA,THALES ORD,2023-12-31,.SBF120
.SBF120,VIRI.PA,CGG,2023-12-31,.SBF120
.SBF120,EAPI.PA,EUROAPI SA ORD,2023-12-31,.SBF120
.SBF120,AKE.PA,ARKEMA ORD,2023-12-31,.SBF120
.SBF120,CAPP.PA,CAPGEMINI ORD,2023-12-31,.SBF120
.SBF120,TRIA.PA,TRIGANO ORD,2024-12-31,.SBF120
.SBF120,CVO.PA,COVIVIO SA ORD,2024-12-31,.SBF120
.SBF120,RXL.PA,REXEL ORD,2024-12-31,.SBF120
.SBF120,CBLP.PA,MERSEN ORD,2024-12-31,.SBF120
.SBF120,EMEIS.PA,EMEIS ORD,2024-12-31,.SBF120
.SBF120,ESSF.PA,ESSO SOCIETE ANONYME FRANCAISE ORD,2024-12-31,.SBF120
.SBF120,SGEF.PA,VINCI ORD,2024-12-31,.SBF120
.SBF120,URW.PA,UNIBAIL-RODAMCO-WESTFIELD ORD,2024-12-31,.SBF120
.SBF120,NEXS.PA,NEXANS PARIS ORD,2024-12-31,.SBF120
.SBF120,APAM.AS,APERAM ORD,2024-12-31,.SBF120
.SBF120,LTEN.PA,ALTEN ORD,2024-12-31,.SBF120
.SBF120,VIV.PA,VIVENDI ORD,2024-12-31,.SBF120
.SBF120,IPN.PA,IPSEN PROMESSES ORD,2024-12-31,.SBF120
.SBF120,SOIT.PA,SOITEC SA ORD,2024-12-31,.SBF120
.SBF120,STLAM.PA,STELLANTIS NV ORD,2024-12-31,.SBF120
.SBF120,STDM.PA,STEDIM ORD,2024-12-31,.SBF120
.SBF120,BOLL.PA,BOLLORE ORD,2024-12-31,.SBF120
.SBF120,EDEN.PA,EDENRED ORD,2024-12-31,.SBF120
.SBF120,ROBF.PA,ROBERTET ORD,2024-12-31,.SBF120
.SBF120,BNPP.PA,BNP PARIBAS ORD,2024-12-31,.SBF120
.SBF120,HRMS.PA,HERMES INTL ORD,2024-12-31,.SBF120
.SBF120,COFA.PA,COFACE PROMESSES ORD,2024-12-31,.SBF120
.SBF120,DANO.PA,GROUPE DANONE ORD,2024-12-31,.SBF120
.SBF120,VLS.PA,VALNEVA,2024-12-31,.SBF120
.SBF120,PRTP.PA,KERING SA,2024-12-31,.SBF120
.SBF120,AYV.PA,AYVENS ORD,2024-12-31,.SBF120
.SBF120,BICP.PA,SOCIETE BIC ORD,2024-12-31,.SBF120
.SBF120,ATOS.PA,ATOS SE ORD,2024-12-31,.SBF120
.SBF120,ELIOR.PA,ELIOR GROUP ORD,2024-12-31,.SBF120
.SBF120,MICP.PA,MICHELIN ORD,2024-12-31,.SBF120
.SBF120,SAF.PA,SAFRAN ORD,2024-12-31,.SBF120
.SBF120,RCOP.PA,REMY COINTREAU ORD,2024-12-31,.SBF120
.SBF120,DAST.PA,DASSAULT SYSTEMES ORD,2024-12-31,.SBF120
.SBF120,ACCP.PA,ACCOR SA ORD,2024-12-31,.SBF120
.SBF120,MWDP.PA,WENDEL ORD,2024-12-31,.SBF120
.SBF120,ORAN.PA,ORANGE ORD,2024-12-31,.SBF120
.SBF120,IDLA.PA,ID LOGISTICS GR ORD,2024-12-31,.SBF120
.SBF120,EUFI.PA,EUROFINS SCIENTIFIC ORD,2024-12-31,.SBF120
.SBF120,EXHO.PA,SODEXO ORD,2024-12-31,.SBF120
.SBF120,MAUP.PA,MAUREL ET PROM ORD,2024-12-31,.SBF120
.SBF120,ENX.PA,EURONEXT,2024-12-31,.SBF120
.SBF120,BVI.PA,BUREAU VERITAS REGISTRE INTL ORD,2024-12-31,.SBF120
.SBF120,AIRF.PA,AIR FRANCE-KLM ORD,2024-12-31,.SBF120
.SBF120,AIRP.PA,AIR LIQUIDE ORD,2024-12-31,.SBF120
.SBF120,SASY.PA,SANOFI SA ORD,2024-12-31,.SBF120
.SBF120,TFFP.PA,TF1 ORD,2024-12-31,.SBF120
.SBF120,CARM.PA,CARMILA ORD,2024-12-31,.SBF120
.SBF120,ESLX.PA,ESSILORLUXOTTICA ORD,2024-12-31,.SBF120
.SBF120,AM.PA,DASSAULT AVIATI ORD,2024-12-31,.SBF120
.SBF120,AMUN.PA,AMUNDI ORD,2024-12-31,.SBF120
.SBF120,AIR.PA,AIRBUS SE,2024-12-31,.SBF120
.SBF120,AXAF.PA,AXA ORD,2024-12-31,.SBF120
.SBF120,GFCP.PA,GECINA REIT,2024-12-31,.SBF120
.SBF120,MT.AS,ARCELORMITTAL ORD,2024-12-31,.SBF120
.SBF120,ENGIE.PA,ENGIE ORD,2024-12-31,.SBF120
.SBF120,VU.PA,VUSIONGROUP ORD,2024-12-31,.SBF120
.SBF120,DBG.PA,DERICHEBOURG ORD,2024-12-31,.SBF120
.SBF120,BOUY.PA,BOUYGUES ORD,2024-12-31,.SBF120
.SBF120,VLLP.PA,VALLOUREC ORD,2024-12-31,.SBF120
.SBF120,UBIP.PA,UBISOFT ORD,2024-12-31,.SBF120
.SBF120,SEBF.PA,SEB ORD,2024-12-31,.SBF120
.SBF120,MERY.PA,MERCIALYS REIT,2024-12-31,.SBF120
.SBF120,PLX.PA,PLUXEE ORD SHS,2024-12-31,.SBF120
.SBF120,SPIE.PA,SPIE PROMESSES ORD SHS,2024-12-31,.SBF120
.SBF120,GTT.PA,GTT PROMESSES ORD,2024-12-31,.SBF120
.SBF120,FOUG.PA,EIFFAGE ORD,2024-12-31,.SBF120
.SBF120,VLOF.PA,VALEO ORD,2024-12-31,.SBF120
.SBF120,ICAD.PA,ICADE REIT,2024-12-31,.SBF120
.SBF120,SESFd.PA,SES SA GDR,2024-12-31,.SBF120
.SBF120,ERMT.PA,ERAMET ORD,2024-12-31,.SBF120
