Instrument,Constituent RIC,Constituent Name,Date,Index
.OMXH25,KNEBV.HE,KONE ORD,2023-12-31,.OMXH25
.OMXH25,HIAB.HE,CARGOTEC ORD,2023-12-31,.OMXH25
.OMXH25,TELIA1.HE,TELIA CO AB ORD,2023-12-31,.OMXH25
.OMXH25,KOJAMO.HE,KOJAMO OYJ ORD,2023-12-31,.OMXH25
.OMXH25,ORNBV.HE,ORION ORD,2023-12-31,.OMXH25
.OMXH25,NESTE.HE,NESTE OYJ ORD,2023-12-31,.OMXH25
.OMXH25,METSO.HE,METSO CORP ORD,2023-12-31,.OMXH25
.OMXH25,QTCOM.HE,QT GROUP ORD,2023-12-31,.OMXH25
.OMXH25,STERV.HE,STORA ENSO R ORD,2023-12-31,.OMXH25
.OMXH25,SAMPO.HE,SAMPO PLC ORD,2023-12-31,.OMXH25
.OMXH25,NOKIA.HE,NOKIA ORD,2023-12-31,.OMXH25
.OMXH25,FORTUM.HE,FORTUM ORD,2023-12-31,.OMXH25
.OMXH25,WRT1V.HE,WARTSILA ORD,2023-12-31,.OMXH25
.OMXH25,NDAFI.HE,NORDEA BANK ABP ORD,2023-12-31,.OMXH25
.OMXH25,ELISA.HE,ELISA ORD,2023-12-31,.OMXH25
.OMXH25,UPM.HE,UPM-KYMMENE OY ORD,2023-12-31,.OMXH25
.OMXH25,TIETO.HE,TIETOENATOR ORD,2023-12-31,.OMXH25
.OMXH25,SSABBH.HE,SSAB ORD,2023-12-31,.OMXH25
.OMXH25,KCRA.HE,KONECRANES OYJ ORD,2023-12-31,.OMXH25
.OMXH25,HUH1V.HE,HUHTAMAKI SR I ORD,2023-12-31,.OMXH25
.OMXH25,KESKOB.HE,KESKO ORD,2023-12-31,.OMXH25
.OMXH25,OUT1V.HE,OUTOKUMPU OYJ ORD,2024-12-31,.OMXH25
.OMXH25,TYRES.HE,NOKIAN TYRES PLC ORD,2024-12-31,.OMXH25
.OMXH25,VALMT.HE,VALMET CORP,2024-12-31,.OMXH25
.OMXH25,METSB.HE,M-REAL ORD,2024-12-31,.OMXH25
.OMXH25,MANTA.HE,MANDATUM PLC ORD,2024-12-31,.OMXH25
.OMXH25,KNEBV.HE,KONE ORD,2024-12-31,.OMXH25
.OMXH25,HIAB.HE,CARGOTEC ORD,2024-12-31,.OMXH25
.OMXH25,KEMIRA.HE,KEMIRA OYJ ORD,2024-12-31,.OMXH25
.OMXH25,KOJAMO.HE,KOJAMO OYJ ORD,2024-12-31,.OMXH25
.OMXH25,ORNBV.HE,ORION ORD,2024-12-31,.OMXH25
.OMXH25,NESTE.HE,NESTE OYJ ORD,2024-12-31,.OMXH25
.OMXH25,METSO.HE,METSO CORP ORD,2024-12-31,.OMXH25
.OMXH25,QTCOM.HE,QT GROUP ORD,2024-12-31,.OMXH25
.OMXH25,STERV.HE,STORA ENSO R ORD,2024-12-31,.OMXH25
.OMXH25,SAMPO.HE,SAMPO PLC ORD,2024-12-31,.OMXH25
.OMXH25,NOKIA.HE,NOKIA ORD,2024-12-31,.OMXH25
.OMXH25,FORTUM.HE,FORTUM ORD,2024-12-31,.OMXH25
.OMXH25,WRT1V.HE,WARTSILA ORD,2024-12-31,.OMXH25
.OMXH25,NDAFI.HE,NORDEA BANK ABP ORD,2024-12-31,.OMXH25
.OMXH25,ELISA.HE,ELISA ORD,2024-12-31,.OMXH25
.OMXH25,UPM.HE,UPM-KYMMENE OY ORD,2024-12-31,.OMXH25
.OMXH25,TIETO.HE,TIETOENATOR ORD,2024-12-31,.OMXH25
.OMXH25,KCRA.HE,KONECRANES OYJ ORD,2024-12-31,.OMXH25
.OMXH25,HUH1V.HE,HUHTAMAKI SR I ORD,2024-12-31,.OMXH25
.OMXH25,KESKOB.HE,KESKO ORD,2024-12-31,.OMXH25
.SBF120,TRIA.PA,TRIGANO ORD,2019-12-31,.SBF120
.SBF120,CVO.PA,COVIVIO SA ORD,2019-12-31,.SBF120
.SBF120,RXL.PA,REXEL ORD,2019-12-31,.SBF120
.SBF120,EMEIS.PA,ORPEA ORD,2019-12-31,.SBF120
.SBF120,SEVI.PA^B22,SUEZ ORD,2019-12-31,.SBF120
.SBF120,SGEF.PA,VINCI ORD,2019-12-31,.SBF120
.SBF120,INGC.PA^K20,INGENICO GROUP,2019-12-31,.SBF120
.SBF120,NEXS.PA,NEXANS PARIS ORD,2019-12-31,.SBF120
.SBF120,APAM.AS,APERAM ORD,2019-12-31,.SBF120
.SBF120,LTEN.PA,ALTEN ORD,2019-12-31,.SBF120
.SBF120,VIV.PA,VIVENDI ORD,2019-12-31,.SBF120
.SBF120,IPN.PA,IPSEN PROMESSES ORD,2019-12-31,.SBF120
.SBF120,SOIT.PA,SOITEC SA ORD,2019-12-31,.SBF120
.SBF120,STDM.PA,STEDIM ORD,2019-12-31,.SBF120
.SBF120,BOLL.PA,BOLLORE ORD,2019-12-31,.SBF120
.SBF120,EDEN.PA,EDENRED ORD,2019-12-31,.SBF120
.SBF120,BNPP.PA,BNP PARIBAS ORD,2019-12-31,.SBF120
.SBF120,HRMS.PA,HERMES INTL ORD,2019-12-31,.SBF120
.SBF120,COFA.PA,COFACE PROMESSES ORD,2019-12-31,.SBF120
.SBF120,DANO.PA,GROUPE DANONE ORD,2019-12-31,.SBF120
.SBF120,URW.PA,UNIBAIL-RODAMCO-WESTFIELD ORD,2019-12-31,.SBF120
.SBF120,TKTT.PA,TARKETT,2019-12-31,.SBF120
.SBF120,PRTP.PA,KERING SA,2019-12-31,.SBF120
.SBF120,QDT.PA,QUADIENT ORD,2019-12-31,.SBF120
.SBF120,AYV.PA,ALD INTERNATIONAL SA ORD,2019-12-31,.SBF120
.SBF120,BICP.PA,SOCIETE BIC ORD,2019-12-31,.SBF120
.SBF120,ATOS.PA,ATOS SE ORD,2019-12-31,.SBF120
.SBF120,ELIOR.PA,ELIOR GROUP ORD,2019-12-31,.SBF120
.SBF120,FNAC.PA,FNAC DARTY ORD,2019-12-31,.SBF120
.SBF120,MICP.PA,MICHELIN ORD,2019-12-31,.SBF120
.SBF120,SAF.PA,SAFRAN ORD,2019-12-31,.SBF120
.SBF120,RCOP.PA,REMY COINTREAU ORD,2019-12-31,.SBF120
.SBF120,DAST.PA,DASSAULT SYSTEMES ORD,2019-12-31,.SBF120
.SBF120,ACCP.PA,ACCOR SA ORD,2019-12-31,.SBF120
.SBF120,MWDP.PA,WENDEL ORD,2019-12-31,.SBF120
.SBF120,ORAN.PA,ORANGE ORD,2019-12-31,.SBF120
.SBF120,EUFI.PA,EUROFINS SCIENTIFIC ORD,2019-12-31,.SBF120
.SBF120,EXHO.PA,SODEXO ORD,2019-12-31,.SBF120
.SBF120,ENX.PA,EURONEXT,2019-12-31,.SBF120
.SBF120,BVI.PA,BUREAU VERITAS REGISTRE INTL ORD,2019-12-31,.SBF120
.SBF120,AIRF.PA,AIR FRANCE-KLM ORD,2019-12-31,.SBF120
.SBF120,AIRP.PA,AIR LIQUIDE ORD,2019-12-31,.SBF120
.SBF120,SASY.PA,SANOFI-AVENTIS ORD,2019-12-31,.SBF120
.SBF120,TFFP.PA,TF1 ORD,2019-12-31,.SBF120
.SBF120,ESLX.PA,ESSILORLUXOTTICA ORD,2019-12-31,.SBF120
.SBF120,AM.PA,DASSAULT AVIATI ORD,2019-12-31,.SBF120
.SBF120,AMUN.PA,AMUNDI ORD,2019-12-31,.SBF120
.SBF120,AIR.PA,AIRBUS SE,2019-12-31,.SBF120
.SBF120,AXAF.PA,AXA ORD,2019-12-31,.SBF120
.SBF120,GFCP.PA,GECINA REIT,2019-12-31,.SBF120
.SBF120,ALTT.PA^D20,ALTRAN TECHNOLOGIES ORD,2019-12-31,.SBF120
.SBF120,MT.AS,ARCELORMITTAL ORD,2019-12-31,.SBF120
.SBF120,ENGIE.PA,ENGIE ORD,2019-12-31,.SBF120
.SBF120,BOUY.PA,BOUYGUES ORD,2019-12-31,.SBF120
.SBF120,VLLP.PA,VALLOUREC ORD,2019-12-31,.SBF120
.SBF120,UBIP.PA,UBISOFT ORD,2019-12-31,.SBF120
.SBF120,EDF.PA^F23,ELECTRICITE DE FRANCE SA,2019-12-31,.SBF120
.SBF120,SEBF.PA,SEB ORD,2019-12-31,.SBF120
.SBF120,MERY.PA,MERCIALYS REIT,2019-12-31,.SBF120
.SBF120,CASP.PA,CASINO ORD,2019-12-31,.SBF120
.SBF120,SPIE.PA,SPIE PROMESSES ORD SHS,2019-12-31,.SBF120
.SBF120,PEUP.PA^A21,PEUGEOT SA ORD,2019-12-31,.SBF120
.SBF120,GTT.PA,GTT PROMESSES ORD,2019-12-31,.SBF120
.SBF120,FOUG.PA,EIFFAGE ORD,2019-12-31,.SBF120
.SBF120,VLOF.PA,VALEO ORD,2019-12-31,.SBF120
.SBF120,ICAD.PA,ICADE REIT,2019-12-31,.SBF120
.SBF120,SESFd.PA,SES SA GDR,2019-12-31,.SBF120
.SBF120,ERMT.PA,ERAMET ORD,2019-12-31,.SBF120
.SBF120,MMTP.PA,METROPOLE TV ORD,2019-12-31,.SBF120
.SBF120,LVMH.PA,LVMH MOET HENNESSY LOUIS VUITT,2019-12-31,.SBF120
.SBF120,GNFT.PA,GENFIT ORD,2019-12-31,.SBF120
.SBF120,SCHN.PA,SCHNEIDER ELECTRIC SE,2019-12-31,.SBF120
.SBF120,ISOS.PA,IPSOS ORD,2019-12-31,.SBF120
.SBF120,CAGR.PA,CREDIT AGRICOLE ORD,2019-12-31,.SBF120
.SBF120,SOGN.PA,SOCIETE GENERALE ORD,2019-12-31,.SBF120
.SBF120,BIOX.PA,BIOMERIEUX ORD,2019-12-31,.SBF120
.SBF120,NEXI.PA,NEXITY ORD,2019-12-31,.SBF120
.SBF120,LEGD.PA,LEGRAND ORD,2019-12-31,.SBF120
.SBF120,DBV.PA,DBV TECHNOLOGIES ORD,2019-12-31,.SBF120
.SBF120,SGOB.PA,SAINT-GOBAIN ORD,2019-12-31,.SBF120
.SBF120,ELIS.PA,ELIS ORD SHS,2019-12-31,.SBF120
.SBF120,FRVIA.PA,FAURECIA SA ORD,2019-12-31,.SBF120
.SBF120,IMTP.PA,IMERYS ORD,2019-12-31,.SBF120
.SBF120,SOPR.PA,SOPRA STERIA GROUP,2019-12-31,.SBF120
.SBF120,SOLB.BR,SOLVAY ORD,2019-12-31,.SBF120
.SBF120,CARR.PA,CARREFOUR ORD,2019-12-31,.SBF120
.SBF120,CNAT.PA^G21,NATIXIS ORD,2019-12-31,.SBF120
.SBF120,ILD.PA^J21,ILIAD ORD,2019-12-31,.SBF120
.SBF120,TTEF.PA,TOTAL ORD,2019-12-31,.SBF120
.SBF120,GETP.PA,GETLINK ORD,2019-12-31,.SBF120
.SBF120,RUBF.PA,RUBIS ORD,2019-12-31,.SBF120
.SBF120,JCDX.PA,JCDECAUX ORD,2019-12-31,.SBF120
.SBF120,ETL.PA,EUTELSAT COMMUNICATIONS ORD,2019-12-31,.SBF120
.SBF120,RENA.PA,RENAULT PAR,2019-12-31,.SBF120
.SBF120,PUBP.PA,PUBLICIS GROUPE ORD,2019-12-31,.SBF120
.SBF120,CLARI.PA,KORIAN ORD,2019-12-31,.SBF120
.SBF120,MDM.PA,MAISONS DU MONDE SA WI ORD,2019-12-31,.SBF120
.SBF120,LOIM.PA,KLEPIERRE REIT,2019-12-31,.SBF120
.SBF120,ADP.PA,AEROPORTS DE PARIS ORD,2019-12-31,.SBF120
.SBF120,SCOR.PA,SCOR SE ORD,2019-12-31,.SBF120
.SBF120,VCTP.PA,VICAT SA ORD,2019-12-31,.SBF120
.SBF120,CNPP.PA^F22,CNP ASSURANCES ORD,2019-12-31,.SBF120
.SBF120,VIRB.PA,STE VIRBAC SA,2019-12-31,.SBF120
.SBF120,TEPRF.PA,TELEPERFORMANCE ORD,2019-12-31,.SBF120
.SBF120,VIE.PA,VEOLIA ENVIRONNEMENT VE ORD,2019-12-31,.SBF120
.SBF120,VRLA.PA,VERALLIA SASU ORD,2019-12-31,.SBF120
.SBF120,OREP.PA,L OREAL S.A.,2019-12-31,.SBF120
.SBF120,ALSO.PA,ALSTOM SA ORD,2019-12-31,.SBF120
.SBF120,PERP.PA,PERNOD-RICARD ORD,2019-12-31,.SBF120
.SBF120,OPM.PA,PLASTIC OMNIUM ORD,2019-12-31,.SBF120
.SBF120,LAGA.PA,LAGARDERE SCA ORD,2019-12-31,.SBF120
.SBF120,EURA.PA,EURAZEO ORD,2019-12-31,.SBF120
.SBF120,STMPA.PA,STMICROELECTRONICS ORD,2019-12-31,.SBF120
.SBF120,WLN.PA,WORLDLINE SA,2019-12-31,.SBF120
.SBF120,TCFP.PA,THALES ORD,2019-12-31,.SBF120
.SBF120,FTI.PA^B22,TECHNIPFMC LTD ORD,2019-12-31,.SBF120
.SBF120,VIRI.PA,CGG,2019-12-31,.SBF120
.SBF120,EUCAR.PA^G22,EUROPCAR MOBILITY GROUP SA ORD,2019-12-31,.SBF120
.SBF120,AKE.PA,ARKEMA ORD,2019-12-31,.SBF120
.SBF120,CAPP.PA,CAPGEMINI ORD,2019-12-31,.SBF120
.SBF120,TRIA.PA,TRIGANO ORD,2020-12-31,.SBF120
.SBF120,CVO.PA,COVIVIO SA ORD,2020-12-31,.SBF120
.SBF120,RXL.PA,REXEL ORD,2020-12-31,.SBF120
.SBF120,EMEIS.PA,ORPEA ORD,2020-12-31,.SBF120
.SBF120,SEVI.PA^B22,SUEZ ORD,2020-12-31,.SBF120
.SBF120,SGEF.PA,VINCI ORD,2020-12-31,.SBF120
.SBF120,NEXS.PA,NEXANS PARIS ORD,2020-12-31,.SBF120
.SBF120,APAM.AS,APERAM ORD,2020-12-31,.SBF120
.SBF120,LTEN.PA,ALTEN ORD,2020-12-31,.SBF120
.SBF120,VIV.PA,VIVENDI ORD,2020-12-31,.SBF120
.SBF120,IPN.PA,IPSEN PROMESSES ORD,2020-12-31,.SBF120
.SBF120,SOIT.PA,SOITEC SA ORD,2020-12-31,.SBF120
.SBF120,STDM.PA,STEDIM ORD,2020-12-31,.SBF120
.SBF120,BOLL.PA,BOLLORE ORD,2020-12-31,.SBF120
.SBF120,EDEN.PA,EDENRED ORD,2020-12-31,.SBF120
.SBF120,ROBF.PA,ROBERTET ORD,2020-12-31,.SBF120
.SBF120,BNPP.PA,BNP PARIBAS ORD,2020-12-31,.SBF120
.SBF120,HRMS.PA,HERMES INTL ORD,2020-12-31,.SBF120
.SBF120,COFA.PA,COFACE PROMESSES ORD,2020-12-31,.SBF120
.SBF120,DANO.PA,GROUPE DANONE ORD,2020-12-31,.SBF120
.SBF120,URW.PA,UNIBAIL-RODAMCO-WESTFIELD ORD,2020-12-31,.SBF120
.SBF120,PRTP.PA,KERING SA,2020-12-31,.SBF120
.SBF120,AYV.PA,ALD INTERNATIONAL SA ORD,2020-12-31,.SBF120
.SBF120,BICP.PA,SOCIETE BIC ORD,2020-12-31,.SBF120
.SBF120,ATOS.PA,ATOS SE ORD,2020-12-31,.SBF120
.SBF120,ABIO.PA^J22,ALBIOMA,2020-12-31,.SBF120
.SBF120,ELIOR.PA,ELIOR GROUP ORD,2020-12-31,.SBF120
.SBF120,ALMCP.PA,MCPHY ENERGY ORD,2020-12-31,.SBF120
.SBF120,FNAC.PA,FNAC DARTY ORD,2020-12-31,.SBF120
.SBF120,MICP.PA,MICHELIN ORD,2020-12-31,.SBF120
.SBF120,SAF.PA,SAFRAN ORD,2020-12-31,.SBF120
.SBF120,RCOP.PA,REMY COINTREAU ORD,2020-12-31,.SBF120
.SBF120,DAST.PA,DASSAULT SYSTEMES ORD,2020-12-31,.SBF120
.SBF120,ACCP.PA,ACCOR SA ORD,2020-12-31,.SBF120
.SBF120,MWDP.PA,WENDEL ORD,2020-12-31,.SBF120
.SBF120,ORAN.PA,ORANGE ORD,2020-12-31,.SBF120
.SBF120,EUFI.PA,EUROFINS SCIENTIFIC ORD,2020-12-31,.SBF120
.SBF120,EXHO.PA,SODEXO ORD,2020-12-31,.SBF120
.SBF120,ENX.PA,EURONEXT,2020-12-31,.SBF120
.SBF120,BVI.PA,BUREAU VERITAS REGISTRE INTL ORD,2020-12-31,.SBF120
.SBF120,AIRF.PA,AIR FRANCE-KLM ORD,2020-12-31,.SBF120
.SBF120,AIRP.PA,AIR LIQUIDE ORD,2020-12-31,.SBF120
.SBF120,SASY.PA,SANOFI-AVENTIS ORD,2020-12-31,.SBF120
.SBF120,TFFP.PA,TF1 ORD,2020-12-31,.SBF120
.SBF120,CARM.PA,CARMILA ORD,2020-12-31,.SBF120
.SBF120,ESLX.PA,ESSILORLUXOTTICA ORD,2020-12-31,.SBF120
.SBF120,AM.PA,DASSAULT AVIATI ORD,2020-12-31,.SBF120
.SBF120,AMUN.PA,AMUNDI ORD,2020-12-31,.SBF120
.SBF120,AIR.PA,AIRBUS SE,2020-12-31,.SBF120
.SBF120,AXAF.PA,AXA ORD,2020-12-31,.SBF120
.SBF120,GFCP.PA,GECINA REIT,2020-12-31,.SBF120
.SBF120,MT.AS,ARCELORMITTAL ORD,2020-12-31,.SBF120
.SBF120,ENGIE.PA,ENGIE ORD,2020-12-31,.SBF120
.SBF120,BOUY.PA,BOUYGUES ORD,2020-12-31,.SBF120
.SBF120,VLLP.PA,VALLOUREC ORD,2020-12-31,.SBF120
.SBF120,UBIP.PA,UBISOFT ORD,2020-12-31,.SBF120
.SBF120,EDF.PA^F23,ELECTRICITE DE FRANCE SA,2020-12-31,.SBF120
.SBF120,SEBF.PA,SEB ORD,2020-12-31,.SBF120
.SBF120,MERY.PA,MERCIALYS REIT,2020-12-31,.SBF120
.SBF120,CASP.PA,CASINO ORD,2020-12-31,.SBF120
.SBF120,SPIE.PA,SPIE PROMESSES ORD SHS,2020-12-31,.SBF120
.SBF120,PEUP.PA^A21,PEUGEOT SA ORD,2020-12-31,.SBF120
.SBF120,GTT.PA,GTT PROMESSES ORD,2020-12-31,.SBF120
.SBF120,FOUG.PA,EIFFAGE ORD,2020-12-31,.SBF120
.SBF120,VLOF.PA,VALEO ORD,2020-12-31,.SBF120
.SBF120,ICAD.PA,ICADE REIT,2020-12-31,.SBF120
.SBF120,SESFd.PA,SES SA GDR,2020-12-31,.SBF120
.SBF120,ERMT.PA,ERAMET ORD,2020-12-31,.SBF120
.SBF120,MMTP.PA,METROPOLE TV ORD,2020-12-31,.SBF120
.SBF120,LVMH.PA,LVMH MOET HENNESSY LOUIS VUITT,2020-12-31,.SBF120
.SBF120,SCHN.PA,SCHNEIDER ELECTRIC SE,2020-12-31,.SBF120
.SBF120,ISOS.PA,IPSOS ORD,2020-12-31,.SBF120
.SBF120,CAGR.PA,CREDIT AGRICOLE ORD,2020-12-31,.SBF120
.SBF120,SOGN.PA,SOCIETE GENERALE ORD,2020-12-31,.SBF120
.SBF120,BIOX.PA,BIOMERIEUX ORD,2020-12-31,.SBF120
.SBF120,NEXI.PA,NEXITY ORD,2020-12-31,.SBF120
.SBF120,LEGD.PA,LEGRAND ORD,2020-12-31,.SBF120
.SBF120,SGOB.PA,SAINT-GOBAIN ORD,2020-12-31,.SBF120
.SBF120,ELIS.PA,ELIS ORD SHS,2020-12-31,.SBF120
.SBF120,FRVIA.PA,FAURECIA SA ORD,2020-12-31,.SBF120
.SBF120,IMTP.PA,IMERYS ORD,2020-12-31,.SBF120
.SBF120,SOPR.PA,SOPRA STERIA GROUP,2020-12-31,.SBF120
.SBF120,S30.PA,SOLUTIONS 30 SE,2020-12-31,.SBF120
.SBF120,SOLB.BR,SOLVAY ORD,2020-12-31,.SBF120
.SBF120,CARR.PA,CARREFOUR ORD,2020-12-31,.SBF120
.SBF120,CNAT.PA^G21,NATIXIS ORD,2020-12-31,.SBF120
.SBF120,ILD.PA^J21,ILIAD ORD,2020-12-31,.SBF120
.SBF120,TTEF.PA,TOTAL ORD,2020-12-31,.SBF120
.SBF120,GETP.PA,GETLINK ORD,2020-12-31,.SBF120
.SBF120,RUBF.PA,RUBIS ORD,2020-12-31,.SBF120
.SBF120,JCDX.PA,JCDECAUX ORD,2020-12-31,.SBF120
.SBF120,ETL.PA,EUTELSAT COMMUNICATIONS ORD,2020-12-31,.SBF120
.SBF120,RENA.PA,RENAULT PAR,2020-12-31,.SBF120
.SBF120,PUBP.PA,PUBLICIS GROUPE ORD,2020-12-31,.SBF120
.SBF120,CLARI.PA,KORIAN ORD,2020-12-31,.SBF120
.SBF120,MDM.PA,MAISONS DU MONDE SA WI ORD,2020-12-31,.SBF120
.SBF120,LOIM.PA,KLEPIERRE REIT,2020-12-31,.SBF120
.SBF120,ADP.PA,AEROPORTS DE PARIS ORD,2020-12-31,.SBF120
.SBF120,SCOR.PA,SCOR SE ORD,2020-12-31,.SBF120
.SBF120,CNPP.PA^F22,CNP ASSURANCES ORD,2020-12-31,.SBF120
.SBF120,VIRB.PA,STE VIRBAC SA,2020-12-31,.SBF120
.SBF120,TEPRF.PA,TELEPERFORMANCE ORD,2020-12-31,.SBF120
.SBF120,KOF.PA,KAUFMAN AND BROAD ORD,2020-12-31,.SBF120
.SBF120,VIE.PA,VEOLIA ENVIRONNEMENT VE ORD,2020-12-31,.SBF120
.SBF120,VRLA.PA,VERALLIA SASU ORD,2020-12-31,.SBF120
.SBF120,OREP.PA,L OREAL S.A.,2020-12-31,.SBF120
.SBF120,FDJU.PA,LA FRANCAISE DES JEUX SA ORD,2020-12-31,.SBF120
.SBF120,NEOEN.PA^D25,NEOEN SA ORD,2020-12-31,.SBF120
.SBF120,ALSO.PA,ALSTOM SA ORD,2020-12-31,.SBF120
.SBF120,PERP.PA,PERNOD-RICARD ORD,2020-12-31,.SBF120
.SBF120,OPM.PA,PLASTIC OMNIUM ORD,2020-12-31,.SBF120
.SBF120,LAGA.PA,LAGARDERE SCA ORD,2020-12-31,.SBF120
.SBF120,EURA.PA,EURAZEO ORD,2020-12-31,.SBF120
.SBF120,STMPA.PA,STMICROELECTRONICS ORD,2020-12-31,.SBF120
.SBF120,WLN.PA,WORLDLINE SA,2020-12-31,.SBF120
.SBF120,TCFP.PA,THALES ORD,2020-12-31,.SBF120
.SBF120,FTI.PA^B22,TECHNIPFMC LTD ORD,2020-12-31,.SBF120
.SBF120,VIRI.PA,CGG,2020-12-31,.SBF120
.SBF120,AKE.PA,ARKEMA ORD,2020-12-31,.SBF120
.SBF120,CAPP.PA,CAPGEMINI ORD,2020-12-31,.SBF120
.SBF120,TRIA.PA,TRIGANO ORD,2021-12-31,.SBF120
.SBF120,CVO.PA,COVIVIO SA ORD,2021-12-31,.SBF120
.SBF120,RXL.PA,REXEL ORD,2021-12-31,.SBF120
.SBF120,EMEIS.PA,ORPEA ORD,2021-12-31,.SBF120
.SBF120,SEVI.PA^B22,SUEZ ORD,2021-12-31,.SBF120
.SBF120,SGEF.PA,VINCI ORD,2021-12-31,.SBF120
.SBF120,NEXS.PA,NEXANS PARIS ORD,2021-12-31,.SBF120
.SBF120,APAM.AS,APERAM ORD,2021-12-31,.SBF120
.SBF120,LTEN.PA,ALTEN ORD,2021-12-31,.SBF120
.SBF120,VIV.PA,VIVENDI ORD,2021-12-31,.SBF120
.SBF120,IPN.PA,IPSEN PROMESSES ORD,2021-12-31,.SBF120
.SBF120,SOIT.PA,SOITEC SA ORD,2021-12-31,.SBF120
.SBF120,STLAM.PA,STELLANTIS NV ORD,2021-12-31,.SBF120
.SBF120,STDM.PA,STEDIM ORD,2021-12-31,.SBF120
.SBF120,BOLL.PA,BOLLORE ORD,2021-12-31,.SBF120
.SBF120,EDEN.PA,EDENRED ORD,2021-12-31,.SBF120
.SBF120,BNPP.PA,BNP PARIBAS ORD,2021-12-31,.SBF120
.SBF120,HRMS.PA,HERMES INTL ORD,2021-12-31,.SBF120
.SBF120,COFA.PA,COFACE PROMESSES ORD,2021-12-31,.SBF120
.SBF120,DANO.PA,GROUPE DANONE ORD,2021-12-31,.SBF120
.SBF120,URW.PA,UNIBAIL-RODAMCO-WESTFIELD ORD,2021-12-31,.SBF120
.SBF120,VLS.PA,VALNEVA,2021-12-31,.SBF120
.SBF120,PRTP.PA,KERING SA,2021-12-31,.SBF120
.SBF120,AYV.PA,ALD INTERNATIONAL SA ORD,2021-12-31,.SBF120
.SBF120,BICP.PA,SOCIETE BIC ORD,2021-12-31,.SBF120
.SBF120,ATOS.PA,ATOS SE ORD,2021-12-31,.SBF120
.SBF120,ABIO.PA^J22,ALBIOMA,2021-12-31,.SBF120
.SBF120,ELIOR.PA,ELIOR GROUP ORD,2021-12-31,.SBF120
.SBF120,ALMCP.PA,MCPHY ENERGY ORD,2021-12-31,.SBF120
.SBF120,FNAC.PA,FNAC DARTY ORD,2021-12-31,.SBF120
.SBF120,MICP.PA,MICHELIN ORD,2021-12-31,.SBF120
.SBF120,SAF.PA,SAFRAN ORD,2021-12-31,.SBF120
.SBF120,RCOP.PA,REMY COINTREAU ORD,2021-12-31,.SBF120
.SBF120,DAST.PA,DASSAULT SYSTEMES ORD,2021-12-31,.SBF120
.SBF120,ACCP.PA,ACCOR SA ORD,2021-12-31,.SBF120
.SBF120,OVH.PA,OVH GROUPE SAS ORD,2021-12-31,.SBF120
.SBF120,MWDP.PA,WENDEL ORD,2021-12-31,.SBF120
.SBF120,ORAN.PA,ORANGE ORD,2021-12-31,.SBF120
.SBF120,EUFI.PA,EUROFINS SCIENTIFIC ORD,2021-12-31,.SBF120
.SBF120,EXHO.PA,SODEXO ORD,2021-12-31,.SBF120
.SBF120,ENX.PA,EURONEXT,2021-12-31,.SBF120
.SBF120,BVI.PA,BUREAU VERITAS REGISTRE INTL ORD,2021-12-31,.SBF120
.SBF120,AIRF.PA,AIR FRANCE-KLM ORD,2021-12-31,.SBF120
.SBF120,AIRP.PA,AIR LIQUIDE ORD,2021-12-31,.SBF120
.SBF120,SASY.PA,SANOFI SA ORD,2021-12-31,.SBF120
.SBF120,TFFP.PA,TF1 ORD,2021-12-31,.SBF120
.SBF120,ESLX.PA,ESSILORLUXOTTICA ORD,2021-12-31,.SBF120
.SBF120,AM.PA,DASSAULT AVIATI ORD,2021-12-31,.SBF120
.SBF120,AMUN.PA,AMUNDI ORD,2021-12-31,.SBF120
.SBF120,AIR.PA,AIRBUS SE,2021-12-31,.SBF120
.SBF120,AXAF.PA,AXA ORD,2021-12-31,.SBF120
.SBF120,GFCP.PA,GECINA REIT,2021-12-31,.SBF120
.SBF120,MT.AS,ARCELORMITTAL ORD,2021-12-31,.SBF120
.SBF120,ENGIE.PA,ENGIE ORD,2021-12-31,.SBF120
.SBF120,DBG.PA,DERICHEBOURG ORD,2021-12-31,.SBF120
.SBF120,BOUY.PA,BOUYGUES ORD,2021-12-31,.SBF120
.SBF120,VLLP.PA,VALLOUREC ORD,2021-12-31,.SBF120
.SBF120,UBIP.PA,UBISOFT ORD,2021-12-31,.SBF120
.SBF120,EDF.PA^F23,ELECTRICITE DE FRANCE SA,2021-12-31,.SBF120
.SBF120,SEBF.PA,SEB ORD,2021-12-31,.SBF120
.SBF120,MERY.PA,MERCIALYS REIT,2021-12-31,.SBF120
.SBF120,CASP.PA,CASINO ORD,2021-12-31,.SBF120
.SBF120,SPIE.PA,SPIE PROMESSES ORD SHS,2021-12-31,.SBF120
.SBF120,GTT.PA,GTT PROMESSES ORD,2021-12-31,.SBF120
.SBF120,FOUG.PA,EIFFAGE ORD,2021-12-31,.SBF120
.SBF120,VLOF.PA,VALEO ORD,2021-12-31,.SBF120
.SBF120,ICAD.PA,ICADE REIT,2021-12-31,.SBF120
.SBF120,SESFd.PA,SES SA GDR,2021-12-31,.SBF120
.SBF120,ERMT.PA,ERAMET ORD,2021-12-31,.SBF120
.SBF120,MMTP.PA,METROPOLE TV ORD,2021-12-31,.SBF120
.SBF120,LVMH.PA,LVMH MOET HENNESSY LOUIS VUITT,2021-12-31,.SBF120
