date,log_price_A,log_price_B,price_A,price_B,returns_A,returns_B,flow_A,flow_B,flow_pct_A,flow_pct_B,flow_diff,flow_diff_pct,volume_A,volume_B,adv_A,adv_B,symbol_A,symbol_B,sector
2010-01-04,3.343568268825519,3.961574784257394,28.32,52.54,0.019072,0.018612,0.0,0.0,0.0,0.0,0.0,0.0,7471400.0,190300.0,211590048.0,9998362.0,XLI,VIS,Industrials
2010-01-05,3.3470931226689546,3.9659428474175766,28.42,52.77,0.003531,0.004378,0.0,0.0,0.003531073446327796,0.0043776170536733916,0.0,-0.0008465436073455956,8256600.0,235700.0,223121310.0,11218125.5,XLI,VIS,Industrials
2010-01-06,3.349202086543775,3.9684033388642534,28.48,52.9,0.002111,0.002464,0.0,0.0,0.002111189303307418,0.0024635209399279895,0.0,-0.00035233163662057136,5356700.0,33900.0,199600478.66666666,8076520.333333333,XLI,VIS,Industrials
2010-01-07,3.3600281046240843,3.980615796893758,28.79,53.55,0.010885,0.012287,0.0,0.0,0.010884831460674158,0.012287334593572778,0.0,-0.0014025031328986203,12118100.0,59700.0,236920383.75,6856624.0,XLI,VIS,Industrials
2010-01-08,3.3758795736778655,3.9937873072307855,29.25,54.26,0.015978,0.013259,0.0,0.0,0.01597777005904828,0.013258636788048552,0.0,0.0027191332709997264,8064900.0,57200.0,236715972.0,6106033.6,XLI,VIS,Industrials
2010-01-11,3.3867603338643857,4.00314259879563,29.57,54.77,0.01094,0.009399,0.0,0.0,0.01094017094017094,0.009399189089568744,0.0,0.0015409818506021966,11895500.0,62800.0,255888299.16666666,5661620.666666667,XLI,VIS,Industrials
2010-01-12,3.3786108829893595,3.9930498440705193,29.33,54.22,-0.008116,-0.010042,0.0,0.0,-0.008116334122421373,-0.01004199379222202,0.0,0.001925659669800647,12020700.0,1427200.0,269699560.85714287,15907501.142857144,XLI,VIS,Industrials
2010-01-13,3.3826939100975957,3.9991177122790798,29.45,54.55,0.004091,0.006086,0.0,0.0,0.004091374019774974,0.006086315012910365,0.0,-0.0019949409931353905,10978200.0,133100.0,276400614.5,14826639.125,XLI,VIS,Industrials
2010-01-14,3.3826939100975957,3.9982007016691985,29.45,54.5,0.0,-0.000917,0.0,0.0,0.0,-0.0009165902841429881,0.0,0.0009165902841429881,4762600.0,109300.0,261273720.66666666,13841107.0,XLI,VIS,Industrials
2010-01-15,3.3697067145707846,3.9865737366924425,29.07,53.87,-0.012903,-0.01156,0.0,0.0,-0.012903225806451613,-0.011559633027522935,0.0,-0.0013435927789286779,7250900.0,83600.0,256224714.9,12907349.5,XLI,VIS,Industrials
2010-01-19,3.380654480430826,3.9954446135672184,29.39,54.35,0.011008,0.00891,0.0,0.0,0.011007911936704506,0.008910339706701319,0.0,0.0020975722300031873,11941300.0,69400.0,264836541.45454547,12076853.181818182,XLI,VIS,Industrials
2010-01-20,3.365224721203338,3.9824814690767076,28.94,53.65,-0.015311,-0.012879,0.0,0.0,-0.015311330384484519,-0.012879484820607176,0.0,-0.0024318455638773426,9810300.0,40700.0,266426003.16666666,11252411.666666666,XLI,VIS,Industrials
