date,log_price_A,log_price_B,price_A,price_B,returns_A,returns_B,flow_A,flow_B,flow_pct_A,flow_pct_B,flow_diff,flow_diff_pct,volume_A,volume_B,adv_A,adv_B,symbol_A,symbol_B,sector
2010-01-04,3.961574784257394,4.681575517190497,52.54,107.94,0.018612,0.017726,0.0,0.0,0.0,0.0,0.0,0.0,190300.0,46200.0,9998362.0,4986828.0,VIS,IYJ,Industrials
2010-01-05,3.9659428474175766,4.684350983862532,52.77,108.24,0.004378,0.002779,0.0,0.0,0.0043776170536733916,0.0027793218454697055,0.0,0.001598295208203686,235700.0,64300.0,11218125.5,5973330.0,VIS,IYJ,Industrials
2010-01-06,3.9684033388642534,4.686197024630465,52.9,108.44,0.002464,0.001848,0.0,0.0,0.0024635209399279895,0.0018477457501847746,0.0,0.0006157751897432149,33900.0,66400.0,8076520.333333333,6382358.666666667,VIS,IYJ,Industrials
2010-01-07,3.980615796893758,4.69585148722686,53.55,109.492,0.012287,0.009701,0.0,0.0,0.012287334593572778,0.009701217263002581,0.0,0.002586117330570197,59700.0,86400.0,6856624.0,7151796.2,VIS,IYJ,Industrials
2010-01-08,3.9937873072307855,4.708268143991659,54.26,110.86,0.013259,0.012494,0.0,0.0,0.013258636788048552,0.012494063493223248,0.0,0.0007645732948253041,57200.0,82100.0,6106033.6,7541758.159999999,VIS,IYJ,Industrials
2010-01-11,4.00314259879563,4.715816706075155,54.77,111.7,0.009399,0.007577,0.0,0.0,0.009399189089568744,0.007577124300920079,0.0,0.0018220647886486646,62800.0,63700.0,5661620.666666667,7470680.133333333,VIS,IYJ,Industrials
2010-01-12,3.9930498440705193,4.706823839714591,54.22,110.7,-0.010042,-0.008953,0.0,0.0,-0.01004199379222202,-0.008952551477170993,0.0,-0.0010894423150510264,1427200.0,96900.0,15907501.142857144,7935844.399999999,VIS,IYJ,Industrials
2010-01-13,3.9991177122790798,4.7125885827553615,54.55,111.34,0.006086,0.005781,0.0,0.0,0.006086315012910365,0.005781391147244806,0.0,0.0003049238656655587,133100.0,46600.0,14826639.125,7592419.35,VIS,IYJ,Industrials
2010-01-14,3.9982007016691985,4.71240893665769,54.5,111.32,-0.000917,-0.00018,0.0,0.0,-0.0009165902841429881,-0.00017962996227770793,0.0,-0.0007369603218652801,109300.0,76500.0,13841107.0,7695037.199999999,VIS,IYJ,Industrials
2010-01-15,3.9865737366924425,4.699934762432514,53.87,109.94,-0.01156,-0.012397,0.0,0.0,-0.011559633027522935,-0.012396694214876033,0.0,0.0008370611873530984,83600.0,53300.0,12907349.5,7511513.68,VIS,IYJ,Industrials
